GISJOIN_ZCTA,COUNTYFP10,STATEFP10,ZCTA5CE10,GISJOIN_CBSA,p_overlap,urban,GISJOIN_county,YEAR,tot_hh,p20_hh_state,p80_hh_state,p20_cutoff_state,p80_cutoff_state,p20_static,p80_static,threshold_bin_p20_state,threshold_bin_p80_state,poor_income_static,rich_income_static,static_ice_income,poor,rich,ice_income,poor_black_static,rich_white_static,static_ice_race,poor_black,rich_white,ice_race,tot_pop,med_hh_inc,p_nh_white,p_nh_black,p_nh_ai,p_nh_asian,p_hisp,p_no_hs,p_ling_iso,p_pov,p_rent_occ,pop_density
G66439,005,20,66439,G45820,39.22143886181393,0,G2000050,2007-2011,6096,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1518.5,544.5,-0.1597769028871391,1518.5,1106.5,-0.06758530183727034,129,537,0.06692913385826772,129,1091,0.15780839895013124,2847,31875,70.67088162978574,0.42149631190727077,23.28767123287671,0.21074815595363539,3.758342114506498,12.339475153545505,0.45004500450045004,26.051024074739487,36.99369936993699,0.012482413271399175
G66508,067,31,66508,G13100,1.0512260860261822e-14,0,G3100670,2007-2011,9121,143140.6,572562.4,22500,87500,20453,100000,4,12,2189.5,790,-0.15343712312246463,2189.5,1649,-0.0592588531959215,0,780.5,0.08557175748273216,0,1631.5,0.17887293059971493,4441,43992,96.19455077685205,0.22517451024544022,0.3377617653681603,0.6755235307363207,2.5669894167980183,9.724950884086445,0.7333682556312205,10.503130071875724,31.587218438973284,0.008401053333721478
G66515,013,20,66515,NA,NA,NA,G2000130,2007-2011,4133,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1305.5,230,-0.260222598596661,1305.5,539,-0.18545850471812242,26,211.5,0.044882651826760225,26,502,0.11517057827244133,314,41071,100,0,0,0,0,5.208333333333334,0,28.980891719745223,24.137931034482758,0.0037542228191740183
G66518,067,31,66518,G13100,1.521977132597791e-13,0,G3100670,2007-2011,9121,143140.6,572562.4,22500,87500,20453,100000,4,12,2189.5,790,-0.15343712312246463,2189.5,1649,-0.0592588531959215,0,780.5,0.08557175748273216,0,1631.5,0.17887293059971493,185,60000,97.83783783783784,0,0,0,2.1621621621621623,6.504065040650407,0,23.497267759562842,0,0.0018514685514878738
G66522,131,20,66522,NA,NA,NA,G2001310,2007-2011,4040,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,911.5,382,-0.13106435643564357,911.5,777.5,-0.03316831683168317,10,377,0.09084158415841584,10,770,0.18811881188118812,38,31875,100,0,0,0,0,12.903225806451612,0,7.894736842105263,42.857142857142854,0.08537230895597595
G66527,013,20,66527,NA,NA,NA,G2000130,2007-2011,4133,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1305.5,230,-0.260222598596661,1305.5,539,-0.18545850471812242,26,211.5,0.044882651826760225,26,502,0.11517057827244133,293,44063,92.15017064846417,1.7064846416382253,3.0716723549488054,0,0,9.195402298850574,0,6.2717770034843205,15.315315315315313,0.0027821596436086162
G66532,013,20,66532,G41140,22.227372085874695,0,G2000130,2007-2011,4133,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1305.5,230,-0.260222598596661,1305.5,539,-0.18545850471812242,26,211.5,0.044882651826760225,26,502,0.11517057827244133,770,47031,97.01298701298701,0,2.0779220779220777,0,0,10.909090909090908,0,20.73490813648294,19.78021978021978,0.0033684492246002593
G66534,013,20,66534,NA,NA,NA,G2000130,2007-2011,4133,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1305.5,230,-0.260222598596661,1305.5,539,-0.18545850471812242,26,211.5,0.044882651826760225,26,502,0.11517057827244133,3801,45946,97.34280452512498,1.2102078400420941,0,0,0.9208103130755065,10.718232044198896,0.4032258064516129,9.690483077813134,27.21774193548387,0.00986799800405459
G66538,131,20,66538,NA,NA,NA,G2001310,2007-2011,4040,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,911.5,382,-0.13106435643564357,911.5,777.5,-0.03316831683168317,10,377,0.09084158415841584,10,770,0.18811881188118812,3038,48221,97.6958525345622,0.26333113890717574,0,0,1.4154048716260696,8.67132867132867,0,10.924657534246576,18.541505042668735,0.00804375398026731
G66541,067,31,66541,G13100,3.163102732054432e-13,0,G3100670,2007-2011,9121,143140.6,572562.4,22500,87500,20453,100000,4,12,2189.5,790,-0.15343712312246463,2189.5,1649,-0.0592588531959215,0,780.5,0.08557175748273216,0,1631.5,0.17887293059971493,350,38438,100,0,0,0,0,5.960264900662252,0,6.0606060606060606,30.92105263157895,0.003206269707229746
G66544,117,20,66544,G31740,1.7870324126844295e-14,0,G2001170,2007-2011,4309,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1017,277.5,-0.17161754467393828,1017,678,-0.0786725458343003,2.5,277.5,0.06381991181248549,2.5,678,0.15676491065212347,291,32813,93.81443298969072,0,0,1.0309278350515463,0,14.347826086956522,0,8.59106529209622,9.523809523809524,0.0012974673308298783
G66548,117,20,66548,G31740,2.5401960770846567e-14,0,G2001170,2007-2011,4309,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1017,277.5,-0.17161754467393828,1017,678,-0.0786725458343003,2.5,277.5,0.06381991181248549,2.5,678,0.15676491065212347,871,45313,91.61882893226176,0,0,2.066590126291619,4.477611940298507,10.14040561622465,0,7.921928817451206,13.577023498694519,0.004258206100415466
G66550,013,20,66550,G45820,11.517118795785986,0,G2000130,2007-2011,4133,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1305.5,230,-0.260222598596661,1305.5,539,-0.18545850471812242,26,211.5,0.044882651826760225,26,502,0.11517057827244133,501,39875,94.41117764471058,0.7984031936127743,2.9940119760479043,0,1.3972055888223553,6.752411575562702,0,7.039337474120083,17.94871794871795,0.003110218681216702
G66701,011,20,66701,G38260,2.012667015801724,0,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,12251,38897,91.4047832829973,2.70998285854216,0.4244551465186515,0.8080972981797404,2.4487796914537587,13.145773683555333,0.21561017680034494,16.273031825795645,28.82708063820612,0.01595054791763568
G66710,205,20,66710,NA,NA,NA,G2002050,2007-2011,3830,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1071.5,196.5,-0.22845953002610966,1071.5,425.5,-0.16866840731070495,6,196,0.04960835509138381,6,415,0.10678851174934725,915,43611,90.92896174863388,0,0,0,8.087431693989071,12.869565217391305,0,13.442622950819672,19.411764705882355,0.0050290099891115705
G66713,021,20,66713,G33060,8.072240141763675e-14,0,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,6284,43140,91.74092934436665,0.031826861871419476,4.9013367281986,0.366008911521324,0.366008911521324,14.035964035964035,0,18.60920666013712,23.545331529093367,0.04065516958151523
G66714,205,20,66714,NA,NA,NA,G2002050,2007-2011,3830,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1071.5,196.5,-0.22845953002610966,1071.5,425.5,-0.16866840731070495,6,196,0.04960835509138381,6,415,0.10678851174934725,122,45250,99.18032786885246,0,0.819672131147541,0,0,16.666666666666664,0,22.950819672131146,5.357142857142857,0.0017197164012043742
G66716,001,20,66716,G28140,2.217571226867872e-15,0,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,585,39766,90.08547008547009,4.444444444444445,0,0,0.8547008547008548,7.126436781609195,0,16.923076923076923,11.320754716981133,0.0026220101642963024
G66717,205,20,66717,NA,NA,NA,G2002050,2007-2011,3830,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1071.5,196.5,-0.22845953002610966,1071.5,425.5,-0.16866840731070495,6,196,0.04960835509138381,6,415,0.10678851174934725,539,50500,97.77365491651206,0,0.1855287569573284,0.3710575139146568,0.927643784786642,13.766233766233766,0.9090909090909091,9.833024118738404,5,0.003909998966169941
G66720,001,20,66720,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,11602,38434,91.37217721082573,1.680744699189795,0.2844337183244268,0.15514566454059645,4.438889846578176,14.52513966480447,0.5107469674398808,17.49432591920109,30.21919557352628,0.02418156365998879
G66725,021,20,66725,G37660,8.060533273065553e-14,0,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,5436,45236,85.96394407652686,0.40470934510669615,5.095658572479764,0,3.550404709345107,12.43078626799557,0.3334921391138637,14.836738590796259,26.15531205335874,0.008913811005982115
G66728,021,20,66728,NA,NA,NA,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
G66732,001,20,66732,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,289,45208,100,0,0,0,0,9.583333333333334,0,15.570934256055363,13.768115942028986,0.002412192189967524
G66733,001,20,66733,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,2118,36773,93.62606232294618,0.56657223796034,0.56657223796034,0,3.39943342776204,6.8807339449541285,0.7109004739336493,22.749273959341725,11.966824644549764,0.005750177333954738
G66736,049,20,66736,G17700,0.974556441026992,0,G2000490,2007-2011,1289,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,404.5,76.5,-0.25446082234290146,404.5,136.5,-0.20791311093871218,0,69.5,0.0539177657098526,0,124.5,0.09658650116369279,3435,31466,94.38136826783115,0.26200873362445415,0.727802037845706,0,2.445414847161572,19.859909353110837,0,14.82593037214886,28.47682119205298,0.005118166589682574
G66738,011,20,66738,G28140,7.886834422160545,0,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,345,24485,97.68115942028986,0,0,0,2.318840579710145,3.592814371257485,0,16.231884057971012,25.210084033613445,0.00344969619374247
G66739,021,20,66739,G33060,3.021486851644402e-12,0,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,5360,39200,87.81716417910448,0.2425373134328358,2.4626865671641793,0,3.8432835820895526,17.050569234842467,0,13.722517058377559,17.227722772277225,0.02950330370162164
G66740,099,20,66740,G37660,2.6516513081576034e-14,0,G2000990,2007-2011,8781,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2267,500,-0.20122992825418518,2267,1134.5,-0.1289716433208063,186.5,490.5,0.03462020271039745,186.5,1090.5,0.10294955016512926,287,46339,80.48780487804879,0,0,0,19.51219512195122,11.29032258064516,0.9174311926605505,3.8327526132404177,3.669724770642202,0.0024684286779588587
G66741,011,20,66741,NA,NA,NA,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,144,22273,100,0,0,0,0,0,0,21.52777777777778,13.23529411764706,0.0026637199755104664
G66748,001,20,66748,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,2674,43920,88.55646970830216,0,0.11219147344801794,0.14958863126402394,6.619296933433059,7.6275939427930455,0,9.583333333333334,23.561151079136692,0.008910609627793342
G66749,001,20,66749,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,7853,38582,91.41729275436138,3.030688908697313,0.305615688271998,0.611231376543996,2.050171908824653,10.912926735711546,0.2723146747352496,14.613946032594175,23.63086232980333,0.02552471345792775
G66751,001,20,66751,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,997,27214,96.89067201604814,0,0.10030090270812438,0,0.802407221664995,16.796267496111973,0,35.60682046138415,21.53846153846154,0.008150704454945862
G66754,011,20,66754,G28140,8.1675621011294,0,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,460,43125,96.30434782608695,0,1.956521739130435,0,1.7391304347826086,5.594405594405594,0,14.782608695652174,3.6363636363636362,0.0038054385503483975
G66755,001,20,66755,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,1106,46029,95.3887884267631,0,0,0,3.79746835443038,13.316261203585148,0,14.364135407136322,18.277310924369747,0.003172119379443635
G66757,125,20,66757,G17700,22.381202368674234,0,G2001250,2007-2011,14179,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,3841.5,1146,-0.19010508498483672,3841.5,2129,-0.12077720572677904,285,1079.5,0.05603357077367938,285,1966,0.11855561040976091,3816,43408,94.28721174004193,0.052410901467505246,0.7861635220125787,0.39308176100628933,0.890985324947589,19.404761904761905,0.06958942240779402,10.42795232936078,28.531663187195544,0.012842896217397058
G66758,001,20,66758,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,288,19250,77.08333333333334,0,0.3472222222222222,0,17.36111111111111,19.696969696969695,0,18.217054263565892,17.699115044247787,0.0025346885378067364
G66761,001,20,66761,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,142,12311,88.02816901408451,0,0,0,0,23.846153846153847,0,16.19718309859155,17.75700934579439,0.0012894849930608272
G66769,011,20,66769,NA,NA,NA,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,454,50417,94.7136563876652,1.3215859030837005,0.6607929515418502,0,0,18.30065359477124,0,17.841409691629956,17.341040462427745,0.0033055855586169216
G66770,021,20,66770,NA,NA,NA,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,1221,64750,90.9090909090909,0,3.7674037674037675,2.9484029484029484,1.8018018018018018,8.160779537149818,0,10.974610974610975,13.636363636363635,0.06685969603711829
G66771,037,20,66771,G38260,3.526060185505782e-12,0,G2000370,2007-2011,15354,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,4827,1166.5,-0.23840692979028266,4827,2304,-0.1643220007815553,194,1100.5,0.059039989579262736,194,2177.5,0.1291845773088446,1120,44773,94.73214285714285,0.8035714285714285,0,0,0.8035714285714285,5.498721227621484,0,2.8810408921933086,21.710526315789476,0.005935303023116118
G66772,001,20,66772,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,354,52143,98.30508474576271,0,1.1299435028248588,0,0,6.214689265536723,0,20.056497175141246,25.961538461538463,0.004036941208894602
G66773,021,20,66773,NA,NA,NA,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,1061,31125,90.00942507068802,0,6.786050895381715,0,0.3770028275212064,9.748892171344165,0,12.91234684260132,14.587737843551796,0.013197355627745249
G66775,001,20,66775,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,108,45500,100,0,0,0,0,4,3.571428571428571,21.296296296296298,0,0.0016086157676474845
G66776,099,20,66776,G17700,3.9398740374683543,0,G2000990,2007-2011,8781,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2267,500,-0.20122992825418518,2267,1134.5,-0.1289716433208063,186.5,490.5,0.03462020271039745,186.5,1090.5,0.10294955016512926,1260,54677,94.04761904761905,0,2.6984126984126986,0,0.873015873015873,7.203389830508475,0.390625,12.222222222222221,9.5703125,0.0044417977809054635
G66777,073,20,66777,NA,NA,NA,G2000730,2007-2011,2944,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,888.5,197,-0.23488451086956522,888.5,413.5,-0.16134510869565216,1,192,0.06487771739130435,1,402.5,0.1363790760869565,765,41000,95.68627450980392,1.045751633986928,0,0,1.5686274509803921,8.813559322033898,0,18.803418803418804,20.481927710843372,0.002024163513589172
G66778,021,20,66778,G33060,2.307613375290358e-13,0,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,198,33125,87.37373737373737,0,10.1010101010101,0,0,59.84251968503938,0,32.82828282828283,8.928571428571429,0.5084767735137125
G66779,011,20,66779,NA,NA,NA,G2000110,2007-2011,5727,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1610.5,379,-0.21503404924044003,1610.5,741,-0.15182469006460625,110,377,0.046621267679413304,110,738,0.10965601536581107,806,47500,92.67990074441687,0,1.8610421836228286,1.3647642679900744,0.24813895781637718,3.2818532818532815,0,8.19672131147541,18.835616438356166,0.004185051261170184
G66781,021,20,66781,G38260,6.493547640966073,0,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,1250,37500,91.52,0.96,4.64,0,0.72,16.308040770101925,0,14.95480690221857,15.418502202643172,0.010520688816557716
G66782,021,20,66782,NA,NA,NA,G2000210,2007-2011,8189,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,2042,452,-0.1941629014531689,2042,1023,-0.12443521797533276,4,426.5,0.05159360117230431,4,963.5,0.11716937354988399,203,32222,95.07389162561576,0,0,0,1.9704433497536946,28.143712574850298,0,21.287128712871286,30.434782608695656,0.2647611613903908
G66783,001,20,66783,NA,NA,NA,G2000010,2007-2011,5598,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1521,316,-0.21525544837441943,1521,815.5,-0.12602715255448374,42,309.5,0.04778492318685245,42,787,0.1330832440157199,2170,33947,97.6036866359447,0,0.5069124423963134,0.4608294930875576,0.6912442396313364,8.961960025789812,0,17.836812144212523,29.306930693069305,0.0027732520240802716
G66838,017,20,66838,G21380,5.590823224703203,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,196,55962,95.40816326530613,0,0,0,0,11.25,0,2.0408163265306123,0,0.0014682354407347569
G66839,031,20,66839,NA,NA,NA,G2000310,2007-2011,3482,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,616.5,442,-0.05011487650775416,616.5,825.5,0.06002297530155083,0,430,0.1234922458357266,0,809.5,0.23248133256748996,3820,53892,92.27748691099477,2.0157068062827226,0.49738219895287955,0.2617801047120419,3.2198952879581153,6.987227648384674,1.5062213490504257,12.767108466324045,22.134905042567123,0.009299152002986413
G66846,017,20,66846,G45820,11.927611199299333,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,3300,37938,95.27272727272728,0.15151515151515152,0.393939393939394,0.21212121212121215,3.939393939393939,7.65370138017566,0.9204470742932281,7.613741875580315,29.980276134122285,0.0043620204347405624
G66851,017,20,66851,G21380,1.6194325848436072e-12,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,510,28780,87.05882352941177,8.823529411764707,0.9803921568627451,0,2.156862745098039,20.380434782608695,0,15.081206496519723,29.831932773109244,0.0027854683260650926
G66852,031,20,66852,G21380,4.903273613635478e-15,0,G2000310,2007-2011,3482,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,616.5,442,-0.05011487650775416,616.5,825.5,0.06002297530155083,0,430,0.1234922458357266,0,809.5,0.23248133256748996,677,46250,98.81831610044313,0,0,0.5908419497784343,0.5908419497784343,4.545454545454546,0,4.579025110782865,28.125,0.0017979761822423184
G66853,017,20,66853,G21380,1.866564161927099e-14,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,518,44375,95.36679536679536,0.5791505791505791,0.19305019305019305,0,1.5444015444015444,8.262108262108262,0,21.428571428571427,33.7962962962963,0.0014338267561579965
G66856,031,20,66856,G45820,35.94185433998023,0,G2000310,2007-2011,3482,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,616.5,442,-0.05011487650775416,616.5,825.5,0.06002297530155083,0,430,0.1234922458357266,0,809.5,0.23248133256748996,1587,55769,97.41650913673598,0,0.8821676118462508,0.1260239445494644,1.260239445494644,5.3023255813953485,0,3.087586641461878,17.35668789808917,0.004223862589086858
G66857,003,20,66857,NA,NA,NA,G2000030,2007-2011,3201,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,833,236.5,-0.18634801624492345,833,449,-0.11996251171508904,0,222,0.06935332708528585,0,428,0.133708216182443,1107,46591,92.5022583559169,0,0,0,0.8130081300813009,9.878213802435724,0,13.72369624885636,16.289592760180994,0.0048195532234237524
G66858,017,20,66858,G21380,2.026702983137329e-12,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,395,43125,98.22784810126582,0,0,0,0.5063291139240507,9.854014598540147,0,19.240506329113924,20.73170731707317,0.0019607575734208044
G66859,041,20,66859,NA,NA,NA,G2000410,2007-2011,7591,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1455,630,-0.10868133315768673,1455,1481.5,0.00349097615597418,0,629,0.08286128309840601,0,1458.5,0.19213542352786195,160,51250,100,0,0,0,0,2.727272727272727,0,23.52941176470588,0,0.0017013795438557547
G66860,017,20,66860,G21380,17.038364986755038,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,1361,40855,92.21160911094783,0,0.7347538574577517,0.2204261572373255,4.481998530492285,5.837837837837838,0,17.355982274741507,26.506024096385545,0.0027521612590795637
G66861,017,20,66861,G21380,1.5481848743048312e-12,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,3140,45149,94.77707006369427,0.5095541401273885,0,0.12738853503184713,2.5796178343949046,10.063157894736841,0,8.314087759815243,15.966386554621847,0.005669708474739963
G66863,073,20,66863,NA,NA,NA,G2000730,2007-2011,2944,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,888.5,197,-0.23488451086956522,888.5,413.5,-0.16134510869565216,1,192,0.06487771739130435,1,402.5,0.1363790760869565,102,52868,100,0,0,0,0,0,0,0,58.620689655172406,0.043947135114967735
G66866,015,20,66866,G48620,10.77231235290693,0,G2000150,2007-2011,24039,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,3570,4132.5,0.02339947585174092,3570,7095,0.14663671533757644,32,3997,0.16494030533716045,32,6832.5,0.2828944631640251,2028,42898,93.44181459566076,0,2.0710059171597637,0.4930966469428008,1.8737672583826428,9.319526627218936,0,12.782745923198316,18.940397350993376,0.00557856261627604
G66870,073,20,66870,NA,NA,NA,G2000730,2007-2011,2944,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,888.5,197,-0.23488451086956522,888.5,413.5,-0.16134510869565216,1,192,0.06487771739130435,1,402.5,0.1363790760869565,91,24750,96.7032967032967,0,3.296703296703297,0,0,19.767441860465116,0,8.791208791208792,17.1875,4.4523133575870657e-4
G66871,003,20,66871,G45820,6.495756815569524,0,G2000030,2007-2011,3201,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,833,236.5,-0.18634801624492345,833,449,-0.11996251171508904,0,222,0.06935332708528585,0,428,0.133708216182443,1321,42938,100,0,0,0,0,8.658922914466736,0,11.361867704280156,22.862129144851657,0.0037271344076719604
G66872,041,20,66872,G31740,6.210672262487805,0,G2000410,2007-2011,7591,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,1455,630,-0.10868133315768673,1455,1481.5,0.00349097615597418,0,629,0.08286128309840601,0,1458.5,0.19213542352786195,1293,54107,87.70301624129931,0,6.496519721577726,0.7733952049497294,4.098994586233565,13.51981351981352,0,12.606341840680587,16.9811320754717,0.0033976595905294807
G66873,017,20,66873,G21380,7.583188047677483e-15,0,G2000170,2007-2011,1151,220895.80000000002,883583.2000000001,22500,87500,20453,100000,4,12,325,70,-0.2215464813205908,325,196.5,-0.11164205039096438,0,70,0.060816681146828845,0,194.5,0.16898349261511728,291,50625,98.96907216494846,0,0,0,1.0309278350515463,7.103825136612022,0,5.574912891986063,19.41747572815534,0.0013131484391787063
